skill,question,expected_answer,difficulty,domain,source,experience_level
HTML,How do you implement or use iframe security in HTML? Provide a typical use case.,"To implement iframe security in HTML, you configure settings for Embedding pages using sandboxed frame structures. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
HTML,"What are the performance or security implications of iframe security in HTML, and how do you optimize it?","Optimizing iframe security in HTML involves tuning configurations for Embedding pages using sandboxed frame structures. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
HTML,"What is a common error or bug associated with iframe security in HTML, and how do you debug it?","A common issue with iframe security in HTML relates to misconfigured references to Embedding pages using sandboxed frame structures. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
CSS,Explain the CSS Box Model. How does box-sizing: border-box change it?,"The Box Model consists of Content, Padding, Border, and Margin. By default, width applies only to content. With border-box, width includes padding and borders, making element sizing predictable.",Easy,Frontend,InterQill Core Bank,Junior
CSS,How do you implement or use box model in CSS? Provide a typical use case.,"To implement box model in CSS, you configure settings for Configuring margins, borders, paddings, and content sizing. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"What are the performance or security implications of box model in CSS, and how do you optimize it?","Optimizing box model in CSS involves tuning configurations for Configuring margins, borders, paddings, and content sizing. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
CSS,"What is a common error or bug associated with box model in CSS, and how do you debug it?","A common issue with box model in CSS relates to misconfigured references to Configuring margins, borders, paddings, and content sizing. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
CSS,What is CSS Flexbox and what are its primary properties?,"Flexbox is a 1D layout model for distributing space. Primary properties include display: flex, justify-content (aligns main axis), align-items (aligns cross axis), and flex-direction.",Easy,Frontend,InterQill Core Bank,Junior
CSS,How do you implement or use flexbox layout in CSS? Provide a typical use case.,"To implement flexbox layout in CSS, you configure settings for Aligning items along a 1D flex track pathway. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"What are the performance or security implications of flexbox layout in CSS, and how do you optimize it?","Optimizing flexbox layout in CSS involves tuning configurations for Aligning items along a 1D flex track pathway. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
CSS,"What is a common error or bug associated with flexbox layout in CSS, and how do you debug it?","A common issue with flexbox layout in CSS relates to misconfigured references to Aligning items along a 1D flex track pathway. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
CSS,What is CSS Grid and how does it differ from Flexbox?,"Grid is a 2D layout system (rows and columns), whereas Flexbox is a 1D system (rows OR columns). Grid is best for layout structure, Flexbox is best for alignment within components.",Medium,Frontend,InterQill Core Bank,Mid
CSS,How do you implement or use grid layout in CSS? Provide a typical use case.,"To implement grid layout in CSS, you configure settings for Structuring cell alignments in a 2D layout layout. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"What are the performance or security implications of grid layout in CSS, and how do you optimize it?","Optimizing grid layout in CSS involves tuning configurations for Structuring cell alignments in a 2D layout layout. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
CSS,"What is a common error or bug associated with grid layout in CSS, and how do you debug it?","A common issue with grid layout in CSS relates to misconfigured references to Structuring cell alignments in a 2D layout layout. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
CSS,Explain CSS Specificity. How does the browser determine which style wins?,Specificity is a weight calculation: Inline styles > IDs > Classes/Attributes/Pseudo-classes > Elements. The browser applies the rule with the highest specificity score.,Easy,Frontend,InterQill Core Bank,Junior
CSS,How do you implement or use selectors specificity in CSS? Provide a typical use case.,"To implement selectors specificity in CSS, you configure settings for Computing class, ID, and element selector specificity. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"What are the performance or security implications of selectors specificity in CSS, and how do you optimize it?","Optimizing selectors specificity in CSS involves tuning configurations for Computing class, ID, and element selector specificity. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
CSS,"What is a common error or bug associated with selectors specificity in CSS, and how do you debug it?","A common issue with selectors specificity in CSS relates to misconfigured references to Computing class, ID, and element selector specificity. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"Compare relative, absolute, fixed, and sticky positions in CSS.",Relative positions an element relative to its normal flow. Absolute positions it relative to its nearest positioned ancestor. Fixed is relative to the viewport. Sticky toggles between relative and fixed based on scroll position.,Medium,Frontend,InterQill Core Bank,Mid
CSS,How do you implement or use position property in CSS? Provide a typical use case.,"To implement position property in CSS, you configure settings for Configuring absolute, relative, sticky, or static styles. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"What are the performance or security implications of position property in CSS, and how do you optimize it?","Optimizing position property in CSS involves tuning configurations for Configuring absolute, relative, sticky, or static styles. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
CSS,"What is a common error or bug associated with position property in CSS, and how do you debug it?","A common issue with position property in CSS relates to misconfigured references to Configuring absolute, relative, sticky, or static styles. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
CSS,What are media queries and how do they enable responsive design?,"Media queries apply CSS styles conditionally based on device characteristics like viewport width, resolution, or orientation using the @media rule.",Easy,Frontend,InterQill Core Bank,Junior
CSS,How do you implement or use media queries in CSS? Provide a typical use case.,"To implement media queries in CSS, you configure settings for Adapting visual styles dynamically using media queries. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"What are the performance or security implications of media queries in CSS, and how do you optimize it?","Optimizing media queries in CSS involves tuning configurations for Adapting visual styles dynamically using media queries. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
CSS,"What is a common error or bug associated with media queries in CSS, and how do you debug it?","A common issue with media queries in CSS relates to misconfigured references to Adapting visual styles dynamically using media queries. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
CSS,What are CSS Custom Properties (Variables) and what is their syntax?,Variables are defined with two hyphens (--color-primary: #fff) and accessed using the var() function. They support scoping and dynamic runtime updates.,Easy,Frontend,InterQill Core Bank,Junior
CSS,How do you implement or use css variables in CSS? Provide a typical use case.,"To implement css variables in CSS, you configure settings for Declaring customizable variables using double dash tokens. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"What are the performance or security implications of css variables in CSS, and how do you optimize it?","Optimizing css variables in CSS involves tuning configurations for Declaring customizable variables using double dash tokens. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
CSS,"What is a common error or bug associated with css variables in CSS, and how do you debug it?","A common issue with css variables in CSS relates to misconfigured references to Declaring customizable variables using double dash tokens. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
CSS,What is the difference between pseudo-classes and pseudo-elements?,"Pseudo-classes style elements in specific states (e.g. :hover, :focus). Pseudo-elements style specific parts of an element (e.g. ::before, ::after).",Easy,Frontend,InterQill Core Bank,Junior
CSS,How do you implement or use pseudo classes in CSS? Provide a typical use case.,"To implement pseudo classes in CSS, you configure settings for Styling component states like hover, active, and checked. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"What are the performance or security implications of pseudo classes in CSS, and how do you optimize it?","Optimizing pseudo classes in CSS involves tuning configurations for Styling component states like hover, active, and checked. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
CSS,"What is a common error or bug associated with pseudo classes in CSS, and how do you debug it?","A common issue with pseudo classes in CSS relates to misconfigured references to Styling component states like hover, active, and checked. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
CSS,Explain the difference between CSS transitions and CSS keyframe animations.,"Transitions smoothly interpolate property changes triggered by state updates (e.g., hover). Keyframe animations define complex, multi-step sequences that run automatically.",Medium,Frontend,InterQill Core Bank,Mid
CSS,How do you implement or use animations and transitions in CSS? Provide a typical use case.,"To implement animations and transitions in CSS, you configure settings for Creating keyframe animations and smooth transition curves. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"What are the performance or security implications of animations and transitions in CSS, and how do you optimize it?","Optimizing animations and transitions in CSS involves tuning configurations for Creating keyframe animations and smooth transition curves. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
CSS,"What is a common error or bug associated with animations and transitions in CSS, and how do you debug it?","A common issue with animations and transitions in CSS relates to misconfigured references to Creating keyframe animations and smooth transition curves. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
CSS,Why do developers use CSS preprocessors like Sass or Less?,"Preprocessors add programming features like nesting, variables, mixins, and mathematical calculations, which compile into standard CSS for better organization.",Medium,Frontend,InterQill Core Bank,Mid
CSS,How do you implement or use preprocessors in CSS? Provide a typical use case.,"To implement preprocessors in CSS, you configure settings for Adding programming logic to styles using Sass stylesheets. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"What are the performance or security implications of preprocessors in CSS, and how do you optimize it?","Optimizing preprocessors in CSS involves tuning configurations for Adding programming logic to styles using Sass stylesheets. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
CSS,"What is a common error or bug associated with preprocessors in CSS, and how do you debug it?","A common issue with preprocessors in CSS relates to misconfigured references to Adding programming logic to styles using Sass stylesheets. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"What are utility-first CSS frameworks like Tailwind CSS, and what are their pros/cons?",Utility-first frameworks provide atomic CSS classes directly in HTML. Pros include rapid prototyping and uniform spacing; cons include cluttered HTML markup and learning overhead.,Medium,Frontend,InterQill Core Bank,Mid
CSS,How do you implement or use tailwind vs vanilla in CSS? Provide a typical use case.,"To implement tailwind vs vanilla in CSS, you configure settings for Comparing utility classes with custom stylesheets. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
CSS,"What are the performance or security implications of tailwind vs vanilla in CSS, and how do you optimize it?","Optimizing tailwind vs vanilla in CSS involves tuning configurations for Comparing utility classes with custom stylesheets. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
CSS,"What is a common error or bug associated with tailwind vs vanilla in CSS, and how do you debug it?","A common issue with tailwind vs vanilla in CSS relates to misconfigured references to Comparing utility classes with custom stylesheets. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"What is the difference between var, let, and const in JavaScript?",var is function-scoped and hoisted. let and const are block-scoped and exist in the temporal dead zone before declaration. const prevents re-assignment of variables.,Easy,Frontend,InterQill Core Bank,Junior
JavaScript,How do you implement or use let const var in JavaScript? Provide a typical use case.,"To implement let const var in JavaScript, you configure settings for Choosing between block-scoped let and function-scoped var variables. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"What are the performance or security implications of let const var in JavaScript, and how do you optimize it?","Optimizing let const var in JavaScript involves tuning configurations for Choosing between block-scoped let and function-scoped var variables. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,"What is a common error or bug associated with let const var in JavaScript, and how do you debug it?","A common issue with let const var in JavaScript relates to misconfigured references to Choosing between block-scoped let and function-scoped var variables. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,Explain Promises and how async/await improves asynchronous programming.,"Promises represent eventual completion or failure of async operations. Async/await is syntactic sugar over Promises, allowing async code to be written sequentially using try-catch blocks.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,How do you implement or use promises async await in JavaScript? Provide a typical use case.,"To implement promises async await in JavaScript, you configure settings for Orchestrating asynchronous callbacks using async await keywords. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"What are the performance or security implications of promises async await in JavaScript, and how do you optimize it?","Optimizing promises async await in JavaScript involves tuning configurations for Orchestrating asynchronous callbacks using async await keywords. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,"What is a common error or bug associated with promises async await in JavaScript, and how do you debug it?","A common issue with promises async await in JavaScript relates to misconfigured references to Orchestrating asynchronous callbacks using async await keywords. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,What is a closure in JavaScript and what is a practical use case?,"A closure is the combination of a function bundled together with references to its surrounding state (lexical environment), allowing access to outer variables even after execution. Practical use cases include data privacy and currying.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,How do you implement or use closures in JavaScript? Provide a typical use case.,"To implement closures in JavaScript, you configure settings for Encapsulating private states within function lexicals. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"What are the performance or security implications of closures in JavaScript, and how do you optimize it?","Optimizing closures in JavaScript involves tuning configurations for Encapsulating private states within function lexicals. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,"What is a common error or bug associated with closures in JavaScript, and how do you debug it?","A common issue with closures in JavaScript relates to misconfigured references to Encapsulating private states within function lexicals. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"Explain the JavaScript Event Loop, call stack, callback queue, and microtask queue.","JS is single-threaded. The Call Stack runs synchronous code. Web APIs handle async tasks. When finished, callbacks enter the Microtask Queue (Promises) or Callback Queue (setTimeout). The Event Loop pushes callbacks to the stack when it's empty.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,How do you implement or use event loop in JavaScript? Provide a typical use case.,"To implement event loop in JavaScript, you configure settings for Scheduling calls on stacks, microtask queues, and callback queues. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"What are the performance or security implications of event loop in JavaScript, and how do you optimize it?","Optimizing event loop in JavaScript involves tuning configurations for Scheduling calls on stacks, microtask queues, and callback queues. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,"What is a common error or bug associated with event loop in JavaScript, and how do you debug it?","A common issue with event loop in JavaScript relates to misconfigured references to Scheduling calls on stacks, microtask queues, and callback queues. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"How does the 'this' keyword work in JavaScript? How do call, apply, and bind change it?",The value of 'this' depends on how a function is called (execution context). arrow functions inherit this lexically. call/apply invoke functions setting 'this' immediately. bind returns a new function with bound 'this'.,Medium,Frontend,InterQill Core Bank,Mid
JavaScript,How do you implement or use this keyword in JavaScript? Provide a typical use case.,"To implement this keyword in JavaScript, you configure settings for Binding function contexts using bind, call, and apply. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"What are the performance or security implications of this keyword in JavaScript, and how do you optimize it?","Optimizing this keyword in JavaScript involves tuning configurations for Binding function contexts using bind, call, and apply. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,"What is a common error or bug associated with this keyword in JavaScript, and how do you debug it?","A common issue with this keyword in JavaScript relates to misconfigured references to Binding function contexts using bind, call, and apply. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,Explain prototype inheritance in JavaScript.,"Every JS object has a prototype property, creating a prototype chain. When accessing a property, JS searches the object, then its prototype, up to null, enabling inheritance.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,How do you implement or use prototypes in JavaScript? Provide a typical use case.,"To implement prototypes in JavaScript, you configure settings for Inheriting attributes through object prototype chains. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"What are the performance or security implications of prototypes in JavaScript, and how do you optimize it?","Optimizing prototypes in JavaScript involves tuning configurations for Inheriting attributes through object prototype chains. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,"What is a common error or bug associated with prototypes in JavaScript, and how do you debug it?","A common issue with prototypes in JavaScript relates to misconfigured references to Inheriting attributes through object prototype chains. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,What is JavaScript 'use strict' and what are its advantages?,"Strict mode catches common coding mistakes, prevents unsafe actions (like global variable creation), and throws errors for silent failures.",Easy,Frontend,InterQill Core Bank,Junior
JavaScript,How do you implement or use strict mode in JavaScript? Provide a typical use case.,"To implement strict mode in JavaScript, you configure settings for Enforcing strict code checks using strict mode headers. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"What are the performance or security implications of strict mode in JavaScript, and how do you optimize it?","Optimizing strict mode in JavaScript involves tuning configurations for Enforcing strict code checks using strict mode headers. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,"What is a common error or bug associated with strict mode in JavaScript, and how do you debug it?","A common issue with strict mode in JavaScript relates to misconfigured references to Enforcing strict code checks using strict mode headers. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,Explain the DOM and how querySelector differs from getElementById.,"The DOM is an object representation of the HTML document. getElementById is faster but matches only IDs, while querySelector accepts any CSS selector.",Easy,Frontend,InterQill Core Bank,Junior
JavaScript,How do you implement or use dom manipulation in JavaScript? Provide a typical use case.,"To implement dom manipulation in JavaScript, you configure settings for Modifying page layouts using querySelector elements. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"What are the performance or security implications of dom manipulation in JavaScript, and how do you optimize it?","Optimizing dom manipulation in JavaScript involves tuning configurations for Modifying page layouts using querySelector elements. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,"What is a common error or bug associated with dom manipulation in JavaScript, and how do you debug it?","A common issue with dom manipulation in JavaScript relates to misconfigured references to Modifying page layouts using querySelector elements. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,What are the major ES6 features introduced in JavaScript?,"Key features include arrow functions, classes, template literals, destructuring, spread/rest operators, modules, and Promises.",Easy,Frontend,InterQill Core Bank,Junior
JavaScript,How do you implement or use es6 features in JavaScript? Provide a typical use case.,"To implement es6 features in JavaScript, you configure settings for Utilizing arrow syntax, destructuring, and spread options. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"What are the performance or security implications of es6 features in JavaScript, and how do you optimize it?","Optimizing es6 features in JavaScript involves tuning configurations for Utilizing arrow syntax, destructuring, and spread options. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,"What is a common error or bug associated with es6 features in JavaScript, and how do you debug it?","A common issue with es6 features in JavaScript relates to misconfigured references to Utilizing arrow syntax, destructuring, and spread options. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,What is event delegation and how does event bubbling enable it?,"Event delegation attaches a single event listener to a parent element to handle events on child elements, relying on event bubbling where events propagate up the DOM tree.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,How do you implement or use event delegation in JavaScript? Provide a typical use case.,"To implement event delegation in JavaScript, you configure settings for Handling events on parents via bubbling propagation. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"What are the performance or security implications of event delegation in JavaScript, and how do you optimize it?","Optimizing event delegation in JavaScript involves tuning configurations for Handling events on parents via bubbling propagation. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,"What is a common error or bug associated with event delegation in JavaScript, and how do you debug it?","A common issue with event delegation in JavaScript relates to misconfigured references to Handling events on parents via bubbling propagation. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,What is Cross-Origin Resource Sharing (CORS) and how do you handle it?,CORS is a security mechanism restricting web pages from requesting resources from another domain. Handle it by setting Access-Control-Allow-Origin headers on the server.,Hard,Frontend,InterQill Core Bank,Senior
JavaScript,How do you implement or use cors in JavaScript? Provide a typical use case.,"To implement cors in JavaScript, you configure settings for Configuring cross-domain security headers on backend APIs. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
JavaScript,"What are the performance or security implications of cors in JavaScript, and how do you optimize it?","Optimizing cors in JavaScript involves tuning configurations for Configuring cross-domain security headers on backend APIs. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
JavaScript,"What is a common error or bug associated with cors in JavaScript, and how do you debug it?","A common issue with cors in JavaScript relates to misconfigured references to Configuring cross-domain security headers on backend APIs. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
React,What is the difference between props and state in React?,"Props are read-only inputs passed down from parent to child components. State is local, mutable data managed internally by the component itself.",Easy,Frontend,InterQill Core Bank,Junior
React,How do you implement or use props vs state in React? Provide a typical use case.,"To implement props vs state in React, you configure settings for Contrasting static component props with local component states. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
React,"What are the performance or security implications of props vs state in React, and how do you optimize it?","Optimizing props vs state in React involves tuning configurations for Contrasting static component props with local component states. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
React,"What is a common error or bug associated with props vs state in React, and how do you debug it?","A common issue with props vs state in React relates to misconfigured references to Contrasting static component props with local component states. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
React,What is the Virtual DOM and how does React use it to optimize rendering?,"The Virtual DOM is a lightweight memory representation of the real DOM. React updates the virtual DOM, compares it to the previous state (diffing), and batches minimal updates to the real DOM (reconciliation).",Medium,Frontend,InterQill Core Bank,Mid
React,How do you implement or use virtual dom in React? Provide a typical use case.,"To implement virtual dom in React, you configure settings for Applying reconciliation updates using virtual representation comparisons. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
React,"What are the performance or security implications of virtual dom in React, and how do you optimize it?","Optimizing virtual dom in React involves tuning configurations for Applying reconciliation updates using virtual representation comparisons. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
React,"What is a common error or bug associated with virtual dom in React, and how do you debug it?","A common issue with virtual dom in React relates to misconfigured references to Applying reconciliation updates using virtual representation comparisons. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
React,Explain the useEffect hook. Why is the dependency array critical?,"useEffect performs side effects (data fetching, subscriptions). The dependency array controls when the effect re-runs: empty [] runs once; passing variables runs when those variables change.",Medium,Frontend,InterQill Core Bank,Mid
React,How do you implement or use hooks dependency in React? Provide a typical use case.,"To implement hooks dependency in React, you configure settings for Configuring useEffect arrays to restrict function refreshes. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
React,"What are the performance or security implications of hooks dependency in React, and how do you optimize it?","Optimizing hooks dependency in React involves tuning configurations for Configuring useEffect arrays to restrict function refreshes. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
React,"What is a common error or bug associated with hooks dependency in React, and how do you debug it?","A common issue with hooks dependency in React relates to misconfigured references to Configuring useEffect arrays to restrict function refreshes. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
React,When should you use React Context vs a state library like Redux?,"Context is built-in and best for low-frequency updates like themes or auth. Redux is better for complex, high-frequency, global state changes with middle-ware and devtools.",Medium,Frontend,InterQill Core Bank,Mid
React,How do you implement or use state management in React? Provide a typical use case.,"To implement state management in React, you configure settings for Using context hooks or Redux stores for global states. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
React,"What are the performance or security implications of state management in React, and how do you optimize it?","Optimizing state management in React involves tuning configurations for Using context hooks or Redux stores for global states. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
React,"What is a common error or bug associated with state management in React, and how do you debug it?","A common issue with state management in React relates to misconfigured references to Using context hooks or Redux stores for global states. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
React,How do React class component lifecycle methods map to React Hooks?,"componentDidMount, componentDidUpdate, and componentWillUnmount map to useEffect with an empty array, dependent array, and cleanup function respectively.",Medium,Frontend,InterQill Core Bank,Mid
React,How do you implement or use components lifecycle in React? Provide a typical use case.,"To implement components lifecycle in React, you configure settings for Running initialization and cleanup operations inside hooks. In production code, developers write structured calls or components to integrate this pattern seamlessly.",Medium,Frontend,InterQill Core Bank,Mid
React,"What are the performance or security implications of components lifecycle in React, and how do you optimize it?","Optimizing components lifecycle in React involves tuning configurations for Running initialization and cleanup operations inside hooks. This mitigates resource leaks, minimizes memory consumption, and speeds up query or render loops in heavy applications.",Hard,Frontend,InterQill Core Bank,Senior
React,"What is a common error or bug associated with components lifecycle in React, and how do you debug it?","A common issue with components lifecycle in React relates to misconfigured references to Running initialization and cleanup operations inside hooks. Debug this by checking logs, using step-through debuggers, and verifying variable scopes.",Medium,Frontend,InterQill Core Bank,Mid
React,Why is the 'key' prop important when rendering lists in React?,"Keys help React identify which items have changed, been added, or been removed, maintaining state correctness and optimizing reconciliation performance.",Easy,Frontend,InterQill Core Bank,Junior
